# file...... output/battery_SOC.csv
# date...... Fri Mar 13 18:43:50 2020
# user...... (null)
# host...... (null)
# group..... class=battery
# property.. state_of_charge
# limit..... 0
# interval.. 60
# timestamp,EV_1,Battery_1,EV_2,Battery_2,EV_3,Battery_3,EV_4,Battery_4,EV_5,Battery_5,EV_6,Battery_6
2016-07-01 05:52:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:53:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:54:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:55:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:56:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:57:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:58:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 05:59:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:00:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:01:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:02:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:03:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:04:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:05:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:06:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:07:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:08:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:09:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:10:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:11:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:12:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:13:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:14:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:15:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:16:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:17:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:18:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:19:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:20:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:21:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:22:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:23:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:24:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:25:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:26:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:27:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:28:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:29:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+1,+0.935223
2016-07-01 06:30:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:31:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:32:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:33:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:34:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:35:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:36:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:37:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:38:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:39:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:40:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:41:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:42:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:43:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:44:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:45:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:46:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:47:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:48:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:49:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:50:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:51:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:52:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:53:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:54:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:55:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:56:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:57:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:58:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 06:59:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:00:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:01:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:02:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:03:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:04:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+1,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:05:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:06:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:07:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:08:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:09:00 PDT,+0.99193,+0.935223,+0.996451,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:10:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:11:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:12:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:13:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:14:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:15:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:16:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:17:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:18:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:19:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:20:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:21:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:22:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:23:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:24:00 PDT,+0.99193,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:25:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:26:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:27:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:28:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:29:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:30:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:31:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:32:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:33:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:34:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:35:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:36:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:37:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:38:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:39:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:40:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:41:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:42:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:43:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:44:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:45:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:46:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:47:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:48:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:49:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:50:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:51:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:52:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:53:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:54:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+1,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:55:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:56:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:57:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:58:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 07:59:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:00:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:01:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:02:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:03:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:04:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:05:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:06:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:07:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:08:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:09:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:10:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:11:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:12:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:13:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:14:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:15:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:16:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:17:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:18:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:19:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:20:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:21:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:22:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:23:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:24:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:25:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:26:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:27:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:28:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:29:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:30:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:31:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:32:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:33:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:34:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:35:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
2016-07-01 08:36:00 PDT,+0,+0.935223,+0,+0.935223,+0.0014296,+0.935223,+0.0010722,+0.935223,+0.990388,+0.935223,+0.0014296,+0.935223
